 node_id,x_nm,y_nm,z_nm,phi_mV
101,10.3376234332,-0.531261258407,4.22496188392,16.6839749333
102,10.2588120937,-0.486783527889,4.11711202468,10.6838833625
103,10.5667103023,-1.59980322423,5.72928797532,13.4247074713
104,10.6043266613,-1.68211060716,5.62143811608,33.8918742120
105,10.6328283679,-1.76362820210,5.51024628941,64.1404886434
106,10.6520790048,-1.84396584253,5.39624469121,88.4693433668
107,10.6619864331,-1.92273900950,5.27997896576,67.9512304500
108,10.6625032328,-1.99957067209,5.16200559408,37.3003660877
109,10.6536269305,-2.07409309198,5.04288923049,22.6392151965
110,10.6354000107,-2.14594958355,4.92320000000,22.6680026905
111,10.6079097125,-2.21479622107,4.80351076951,37.8054140483
112,10.5712876126,-2.28030348482,4.68439440592,55.6320849141
113,10.5257089946,-2.34215783830,4.56642103424,20.4705526954
114,10.4713920110,-2.40006322886,4.45015530879,-24.5479208406
115,10.4085966383,-2.45374250476,4.33615371059,-44.3217042142
116,10.3376234332,-2.50293874159,4.22496188392,-49.2402650531
117,10.2588120937,-2.54741647211,4.11711202468,-44.8045839740
118,9.35550064731,0.232690295272,5.72928797532,-34.8229969995
119,9.44540371437,0.243031198482,5.62143811608,-20.0605349334
120,9.53173906594,0.244947610105,5.51024628941,-12.8461302717
121,9.61409347635,0.238430357647,5.39624469121,-9.09577702231
122,9.69207277380,0.223510634543,5.27997896576,-7.52734391170
123,9.76530372707,0.200259850857,5.16200559408,-8.83481669637
124,9.83343583186,0.168789291492,5.04288923049,-12.5714477333
125,9.89614298842,0.129249583553,4.92320000000,-17.1234418869
126,9.95312506235,0.818299753949E-01,4.80351076951,-21.1314950595
127,10.0041093211,0.267574308322E-01,4.68439440592,-22.7259251822
128,10.0488517396,-0.357044571775E-01,4.56642103424,-20.5040364229
129,10.0871381676,-0.105256728164,4.45015530879,-15.3453694291
130,10.1187853554,-0.181566485057,4.33615371059,-9.33553877461
131,10.1436418304,-0.264268487522,4.22496188392,-3.73434089961
132,10.1615886226,-0.352966900110,4.11711202468,1.10208893977
133,9.19818976667,0.283803698823,5.72928797532,-68.9618518761
134,9.13153488798,0.345013362209,5.62143811608,-61.3489306771
135,9.06281455982,0.397310418190,5.51024628941,-57.1211100153
136,8.99235769737,0.440444558090,5.39624469121,-61.0970941858
137,8.92050152731,0.474209329574,5.27997896576,-64.1245041923
138,8.84758997384,0.498443124782,5.16200559408,-54.7961115246
139,8.77397201253,0.513029953837,5.04288923049,-38.5701822644
140,8.70000000000,0.517900000000,4.92320000000,-24.7658932011
141,8.62602798747,0.513029953837,4.80351076951,-15.3459427036
142,8.55241002616,0.498443124782,4.68439440592,-9.31421537756
143,8.47949847269,0.474209329574,4.56642103424,-5.58852270175
144,8.40764230263,0.440444558090,4.45015530879,-3.48269722738
145,8.33718544018,0.397310418190,4.33615371059,-2.59875193803
146,8.26846511202,0.345013362209,4.22496188392,-2.63290217303
147,8.20181023333,0.283803698823,4.11711202468,-3.20119588355
148,7.23841137737,-0.352966900110,5.72928797532,11.6070112005
149,7.25635816956,-0.264268487522,5.62143811608,10.2139538182
150,7.28121464465,-0.181566485057,5.51024628941,8.72338316099
151,7.31286183244,-0.105256728164,5.39624469121,7.11185992778
152,7.35114826045,-0.357044571775E-01,5.27997896576,5.40022099743
153,7.39589067885,0.267574308322E-01,5.16200559408,3.65557646281
154,7.44687493765,0.818299753949E-01,5.04288923049,1.99160035623
155,7.50385701158,0.129249583553,4.92320000000,0.482188938986
156,7.56656416814,0.168789291492,4.80351076951,-0.998436235689
157,7.63469627293,0.200259850857,4.68439440592,-2.76147187598
158,7.70792722620,0.223510634543,4.56642103424,-4.83628160382
159,7.78590652365,0.238430357647,4.45015530879,-6.58317594645
160,7.86826093406,0.244947610105,4.33615371059,-7.26184159262
161,7.95459628563,0.243031198482,4.22496188392,-6.74706775058
162,8.04449935269,0.232690295272,4.11711202468,-5.41758365515
163,7.14118790634,-0.486783527889,5.72928797532,11.9053448674
164,7.06237656684,-0.531261258407,5.62143811608,11.0812697641
165,6.99140336171,-0.580457495244,5.51024628941,10.8829276354
166,6.92860798901,-0.634136771135,5.39624469121,11.9707411675
167,6.87429100537,-0.692042161704,5.27997896576,15.1305916233
168,6.82871238742,-0.753896515182,5.16200559408,21.2919397871
169,6.79209028746,-0.819403778933,5.04288923049,32.0364408354
170,6.76459998934,-0.888250416447,4.92320000000,51.2251001853
171,6.74637306950,-0.960106908017,4.80351076951,86.9794292075
172,6.73749676718,-1.03462932791,4.68439440592,129.284821466
173,6.73801356693,-1.11146099050,4.56642103424,103.433097966
174,6.74792099517,-1.19023415747,4.45015530879,55.7317697516
175,6.76717163213,-1.27057179790,4.33615371059,28.3220274722
176,6.79567333874,-1.35208939284,4.22496188392,10.3840080975
177,6.83328969769,-1.43439677577,4.11711202468,-13.1697007432
178,7.14118790634,-2.54741647211,5.72928797532,149.995827828
179,7.06237656684,-2.50293874159,5.62143811608,110.407795948
180,6.99140336171,-2.45374250476,5.51024628941,35.6973182367
181,6.92860798901,-2.40006322886,5.39624469121,-17.8196629857
182,6.87429100537,-2.34215783830,5.27997896576,-18.1599216996
183,6.82871238742,-2.28030348482,5.16200559408,8.37889919082
184,6.79209028746,-2.21479622107,5.04288923049,32.0778782602
185,6.76459998934,-2.14594958355,4.92320000000,65.5657303056
186,6.74637306950,-2.07409309198,4.80351076951,115.518928601
187,6.73749676718,-1.99957067209,4.68439440592,100.143635748
188,6.73801356693,-1.92273900950,4.56642103424,37.3683390493
189,6.74792099517,-1.84396584253,4.45015530879,-7.46115572071
190,6.76717163213,-1.76362820210,4.33615371059,-46.3829001256
191,6.79567333874,-1.68211060716,4.22496188392,-97.8989571248
192,6.83328969769,-1.59980322423,4.11711202468,-111.493000023
193,7.23841137737,-2.68123309989,5.72928797532,76.0236367531
194,7.25635816956,-2.76993151248,5.62143811608,47.7314197201
195,7.28121464465,-2.85263351494,5.51024628941,30.1723057426
196,7.31286183244,-2.92894327184,5.39624469121,20.2519109920
197,7.35114826045,-2.99849554282,5.27997896576,12.8651361505
198,7.39589067885,-3.06095743083,5.16200559408,3.77517607088
199,7.44687493765,-3.11602997539,5.04288923049,-9.92068514024
200,7.50385701158,-3.16344958355,4.92320000000,-29.9472263135
201,7.56656416814,-3.20298929149,4.80351076951,-59.0754881425
202,7.63469627293,-3.23445985086,4.68439440592,-96.6122626858
203,7.70792722620,-3.25771063454,4.56642103424,-107.132930934
204,7.78590652365,-3.27263035765,4.45015530879,-78.6817859101
205,7.86826093406,-3.27914761011,4.33615371059,-61.0693254112
206,7.95459628563,-3.27723119848,4.22496188392,-69.9399099429
207,8.04449935269,-3.26689029527,4.11711202468,-97.6275232998
208,9.19818976667,-3.31800369882,5.72928797532,-19.6070538794
209,9.13153488798,-3.37921336221,5.62143811608,-5.39233631912
210,9.06281455982,-3.43151041819,5.51024628941,1.20144242305
211,8.99235769737,-3.47464455809,5.39624469121,3.99681835533
212,8.92050152731,-3.50840932957,5.27997896576,5.39425779968
213,8.84758997384,-3.53264312478,5.16200559408,6.72660364025
214,8.77397201253,-3.54722995384,5.04288923049,8.74509906578
215,8.70000000000,-3.55210000000,4.92320000000,11.9486005774
216,8.62602798747,-3.54722995384,4.80351076951,16.5906384504
217,8.55241002616,-3.53264312478,4.68439440592,22.1209764881
218,8.47949847269,-3.50840932957,4.56642103424,25.9837437172
219,8.40764230263,-3.47464455809,4.45015530879,23.7893010288
220,8.33718544018,-3.43151041819,4.33615371059,13.2650457428
221,8.26846511202,-3.37921336221,4.22496188392,-5.37164303629
222,8.20181023333,-3.31800369882,4.11711202468,-35.3568774808
223,9.35550064731,-3.26689029527,5.72928797532,-55.3088507610
224,9.44540371437,-3.27723119848,5.62143811608,-45.6958932287
225,9.53173906594,-3.27914761011,5.51024628941,-34.3113427848
226,9.61409347635,-3.27263035765,5.39624469121,-29.1851492093
227,9.69207277380,-3.25771063454,5.27997896576,-30.8253011948
228,9.76530372707,-3.23445985086,5.16200559408,-37.2689046135
229,9.83343583186,-3.20298929149,5.04288923049,-37.1215663800
230,9.89614298842,-3.16344958355,4.92320000000,4.75536098497
231,9.95312506235,-3.11602997539,4.80351076951,33.7724049681
232,10.0041093211,-3.06095743083,4.68439440592,-15.8364386016
233,10.0488517396,-2.99849554282,4.56642103424,-54.6481639971
234,10.0871381676,-2.92894327184,4.45015530879,-93.1384455649
235,10.1187853554,-2.85263351494,4.33615371059,-111.790770859
236,10.1436418304,-2.76993151248,4.22496188392,-83.7114355628
237,10.1615886226,-2.68123309989,4.11711202468,-54.2274198460
238,6.94712092028,-1.51710000000,3.88944957950,-8.79723338473
239,7.02279095512,-1.51710000000,3.77072665117,-4.89511679174
240,7.10648859239,-1.51710000000,3.65751979007,-11.8150152455
241,7.19781323124,-1.51710000000,3.55037083664,-17.8950096452
242,7.29632776583,-1.51710000000,3.44979263643,-20.0746052538
243,7.40156067740,-1.51710000000,3.35626658548,-19.2047099620
244,7.51300829113,-1.51710000000,3.27024032624,-16.8999708991
245,7.63013718684,-1.51710000000,3.19212560500,-14.2628817145
246,7.75238675212,-1.51710000000,3.12229630118,-11.9218595298
247,7.87917186556,-1.51710000000,3.06108663779,-10.2974888339
248,8.00988569735,-1.51710000000,3.00878958181,-9.73241922397
249,8.14390261366,-1.51710000000,2.96565544191,-10.5756956521
250,8.28058117120,-1.51710000000,2.93189067043,-13.2705987263
251,8.41926718727,-1.51710000000,2.90765687522,-18.3237268609
252,8.55929687092,-1.51710000000,2.89307004616,-25.8210610698
253,8.15833057528,-3.18418707104,3.88944957950,-41.0463028331
254,8.18171390201,-3.11222059132,3.77072665117,-3.75460799229
255,8.20757789432,-3.03261940800,3.65751979007,14.1477920672
256,8.23579875973,-2.94576451512,3.55037083664,19.5025579370
257,8.26624142511,-2.85207162505,3.44979263643,19.8568417035
258,8.29876018315,-2.75198917877,3.35626658548,19.7662967020
259,8.33319938978,-2.64599619951,3.27024032624,20.8317247884
260,8.36939420908,-2.53460000000,3.19212560500,21.6741801454
261,8.40717140231,-2.41833375433,3.12229630118,18.8933404006
262,8.44635015700,-2.29775394601,3.06108663779,11.5046212253
263,8.48674295242,-2.17343770453,3.00878958181,2.95898743983
264,8.52815645709,-2.04598004297,2.96565544191,-6.99068655270
265,8.57039245414,-1.91599101019,2.93189067043,-18.0347913103
266,8.61324878999,-1.78409277088,2.90765687522,-23.6448017823
267,8.65652034195,-1.65091662778,2.89307004616,-27.0697913444
268,10.1181089646,-2.54741647211,3.88944957950,-28.2445911760
269,10.0568906204,-2.50293874159,3.77072665117,-23.4091346387
270,9.98917780949,-2.45374250476,3.65751979007,-20.3134221763
271,9.91529462465,-2.40006322886,3.55037083664,-18.1758974056
272,9.83559469197,-2.34215783830,3.44979263643,-17.2602103905
273,9.75045947814,-2.28030348482,3.35626658548,-17.8199538540
274,9.66029646466,-2.21479622107,3.27024032624,-19.6206335605
275,9.56553719750,-2.14594958355,3.19212560500,-22.6453671095
276,9.46663522163,-2.07409309198,3.12229630118,-27.7449457069
277,9.36406391022,-1.99957067209,3.06108663779,-36.0661050207
278,9.25831419891,-1.92273900950,3.00878958181,-46.0723634549
279,9.14989223607,-1.84396584253,2.96565544191,-49.9432715833
280,9.03931696026,-1.76362820210,2.93189067043,-44.4409117939
281,8.92711761638,-1.68211060716,2.90765687522,-37.8436976240
282,8.81383122259,-1.59980322423,2.89307004616,-34.7802134744
283,10.1181089646,-0.486783527889,3.88944957950,2.03855847579
284,10.0568906204,-0.531261258407,3.77072665117,-2.14293437196
285,9.98917780949,-0.580457495244,3.65751979007,-6.88183969114
286,9.91529462465,-0.634136771135,3.55037083664,-11.7265639511
287,9.83559469197,-0.692042161704,3.44979263643,-16.2671658851
288,9.75045947814,-0.753896515182,3.35626658548,-19.8858763319
289,9.66029646466,-0.819403778933,3.27024032624,-22.0861736365
290,9.56553719750,-0.888250416447,3.19212560500,-23.2350284729
291,9.46663522163,-0.960106908017,3.12229630118,-24.7808009144
292,9.36406391022,-1.03462932791,3.06108663779,-28.7593296539
293,9.25831419891,-1.11146099050,3.00878958181,-37.3321854015
294,9.14989223607,-1.19023415747,2.96565544191,-51.4011685336
295,9.03931696026,-1.27057179790,2.93189067043,-64.4932890746
296,8.92711761638,-1.35208939284,2.90765687522,-62.0631481227
297,8.81383122259,-1.43439677577,2.89307004616,-47.5369425408
298,8.15833057528,0.149987071044,3.88944957950,-2.30550270301
299,8.18171390201,0.780205913246E-01,3.77072665117,0.290757947762
300,8.20757789432,-0.158059199758E-02,3.65751979007,3.99514912111
301,8.23579875973,-0.884354848805E-01,3.55037083664,8.44387373325
302,8.26624142511,-0.182128374953,3.44979263643,12.3023021360
303,8.29876018315,-0.282210821232,3.35626658548,13.1633765198
304,8.33319938978,-0.388203800491,3.27024032624,9.57186812096
305,8.36939420908,-0.499600000000,3.19212560500,2.76017367041
306,8.40717140231,-0.615866245672,3.12229630118,-5.39186576730
307,8.44635015700,-0.736446053986,3.06108663779,-14.4829584337
308,8.48674295242,-0.860762295473,3.00878958181,-25.1847691293
309,8.52815645709,-0.988219957029,2.96565544191,-36.9195707552
310,8.57039245414,-1.11820898981,2.93189067043,-47.2260000619
311,8.61324878999,-1.25010722912,2.90765687522,-51.9060422737
312,8.65652034195,-1.38328337222,2.89307004616,-43.2554475326
313,8.88434905717,-1.38316256997,6.94540206457,15.3485604437
314,9.02473102654,-1.38296660297,6.92764081784,34.3929957535
315,8.92791584710,-1.24971194036,6.92764081784,43.6359462842
316,9.16393629796,-1.38270369853,6.90004742597,45.5660810053
317,9.06875842827,-1.24918131930,6.90649569205,79.2576087096
318,8.97118267866,-1.11740110181,6.90004742597,83.4375261413
319,9.30127263121,-1.38238571302,6.86267113509,44.9487173531
320,9.20855886097,-1.24853896433,6.87524197062,86.0858790108
321,9.11257005368,-1.11642170540,6.87524197062,151.645144189
322,9.01392436177,-0.986884750080,6.86267113509,95.4505561968
323,9.43604767935,-1.38202845427,6.81560970492,41.3750373742
324,9.34658387698,-1.24781634601,6.83386496376,65.4432469398
325,9.25300597043,-1.11531764424,6.83996298359,118.467900460
326,9.15590938013,-0.985375415854,6.83386496376,131.774567853
327,9.05591191532,-0.858816461339,6.81560970492,57.6521964883
328,9.56757178625,-1.38165206906,6.75900991764,43.3037827661
329,9.48208944681,-1.24705358441,6.78240306331,52.0011091594
330,9.39170232234,-1.11414866516,6.79413642837,73.1853557166
331,9.29697726540,-0.983770809376,6.79413642837,92.5561971942
332,9.19850833343,-0.856737666970,6.78240306331,69.8521402013
333,9.09691306313,-0.733845911846,6.75900991764,26.3952004838
334,9.69516075546,-1.38128146833,6.69306818641,54.9680837414
335,9.61432320077,-1.24630030307,6.72095015191,51.1247141650
336,9.52784853951,-1.11298870800,6.73774838991,57.7783554467
337,9.43626991671,-0.982168593419,6.74335933368,68.1478707375
338,9.34015194504,-0.854646508843,6.73774838991,66.5720678517
339,9.24008722376,-0.731208670329,6.72095015191,44.9978787712
340,9.13669268515,-0.612616113198,6.69306818641,11.9554923206
341,9.81813865351,-1.38094674828,6.61803133190,74.2756400436
342,9.74252699490,-1.24561647661,6.64965856059,59.1261322981
343,9.66061376867,-1.11192719053,6.67085018866,57.5998346002
344,9.57289410035,-0.980686976636,6.68147812303,64.8896129972
345,9.47989821259,-0.852689118049,6.68147812303,72.5385271183
346,9.38218822022,-0.728707299449,6.67085018866,66.7408564756
347,9.28035473251,-0.609490930510,6.64965856059,45.7290921275
348,9.17501328327,-0.495760616082,6.61803133190,12.2612632170
349,9.93584074044,-1.38068354686,6.53419758397,66.1424048320
350,9.86593981897,-1.24507315165,6.56874268627,60.1135035929
351,9.78914958893,-1.11107010946,6.59356460120,60.9794504820
352,9.70592378867,-0.979466217866,6.60851666096,68.2269579043
353,9.61675418302,-0.851039098308,6.61351051678,88.8889185783
354,9.52216765762,-0.726547601323,6.60851666096,104.049475852
355,9.42272310560,-0.606727322628,6.59356460120,90.4009856552
356,9.31900812521,-0.492286256631,6.56874268627,70.1190488130
357,9.21163554783,-0.383900613031,6.53419758397,26.4642054513
358,10.0476166541,-1.38053325294,6.44191783986,20.1596008335
359,9.98380131186,-1.24475287601,6.47848332973,40.5520240870
360,9.91259366487,-1.11054071132,6.50609328405,51.3070063379
361,9.83440373662,-0.978669570989,6.52458872091,65.2949481880
362,9.74968175546,-0.849898787200,6.53386314103,96.0953928359
363,9.65891556224,-0.724969839854,6.53386314103,152.964921886
364,9.56262780118,-0.604602087032,6.52458872091,159.640341379
365,9.46137291048,-0.489488622826,6.50609328405,122.106214411
366,9.35573392973,-0.380292286413,6.47848332973,121.388037522
367,9.24631914273,-0.277641845331,6.44191783986,19.4009152540
368,10.1528340098,-1.38054296051,6.34159716403,-3.19219634836
369,10.0953562199,-1.24474962159,6.37923272318,18.4113703583
370,10.0300748459,-1.11047941280,6.40872536245,34.9490197960
371,9.95735497629,-0.978483245524,6.42991014313,53.9814527980
372,9.87760329991,-0.849499313481,6.44266858849,83.4646708198
373,9.79126583110,-0.724248964350,6.44692934642,135.852040316
374,9.69882541550,-0.603432665598,6.44266858849,194.265211176
375,9.60079902976,-0.487726087094,6.42991014313,147.367461260
376,9.49773489028,-0.377776322398,6.40872536245,120.960912718
377,9.39020938726,-0.274198269863,6.37923272318,86.1663261023
378,9.27882386129,-0.177571193791,6.34159716403,-60.3062103718
379,10.2508826047,-1.38076503791,6.23369644197,-7.93467754282
380,10.1998601924,-1.24516794110,6.27142007054,3.60394497574
381,10.1407203115,-1.11104258141,6.30184692969,18.6763215108
382,10.0737830361,-0.979114865430,6.32481234470,39.5475053087
383,9.99941064057,-0.850098805760,6.34019202329,70.5134831956
384,9.91800563962,-0.724692656683,6.34790272833,107.519528368
385,9.83000860931,-0.603575135104,6.34790272833,131.455700160
386,9.73589580277,-0.487401747231,6.34019202329,121.868049146
387,9.63617657263,-0.376801240880,6.32481234470,90.8059395448
388,9.53139061435,-0.272372202594,6.30184692969,62.4880358950
389,9.42210504525,-0.174679818005,6.27142007054,3.24082375326
390,9.30891133524,-0.842528129643E-01,6.23369644197,-88.3793247052
391,10.3411794288,-1.38125616842,6.11873399610,-10.5794713565
392,10.2965873325,-1.24612107112,6.15555721678,-8.17709973994
393,10.2436654051,-1.11239974472,6.18595089408,1.02314491541
394,10.1826897547,-0.980789849827,6.20975645592,19.6170449032
395,10.1139785078,-0.851978031107,6.22684970218,53.6535213211
396,10.0378901498,-0.726636334920,6.23714145276,110.495766218
397,9.95482165436,-0.605418703046,6.24057801277,138.876840846
398,9.86520641246,-0.488957560898,6.23714145276,99.9886503771
399,9.76951197123,-0.377860517985,6.22684970218,66.9570343306
400,9.66823759465,-0.272707197851,6.20975645592,43.7159038268
401,9.56191165873,-0.174046214016,6.18595089408,18.2769678987
402,9.45108889484,-0.823923077151E-01,6.15555721678,-18.8366814740
403,9.33634749555,0.177633765035E-02,6.11873399610,-58.1549998505
404,10.4231746586,-1.38207572412,5.99728684052,-14.4766173474
405,10.3848398798,-1.24772770457,6.03224379799,-22.1358413611
406,10.3380667396,-1.11472881075,6.06164621428,-22.8167009316
407,10.2830894967,-0.983745155035,6.08534683018,-10.5902210854
408,10.2201834995,-0.855432756718,6.10322694338,16.2340387197
409,10.1496638067,-0.730434256330,6.11519700303,64.2941787607
410,10.0718836096,-0.609375697061,6.12119705821,126.819419765
411,9.98723246299,-0.492863389276,6.12119705821,91.1075823259
412,9.89613433407,-0.381480873871,6.11519700303,41.9965318659
413,9.79904547925,-0.275785999660,6.10322694338,23.4235976266
414,9.69645215889,-0.176308129443,6.08534683018,13.0194069842
415,9.58886820195,-0.835454887438E-01,6.06164621428,-0.180806732890E-01
416,9.47683243254,0.203732950950E-02,6.03224379799,-18.3166884313
417,9.36090597121,0.800116918500E-01,5.99728684052,-41.3262949875
418,10.4963587378,-1.38328337222,5.86999110440,-17.1196138706
419,10.4639602549,-1.25010722912,5.90217092881,-37.5867045356
420,10.4231189535,-1.11820898981,5.92966511821,-59.3032110328
421,10.3740303117,-0.988219957029,5.95234207755,-59.2801216881
422,10.3169292817,-0.860762295473,5.97009326841,-34.0447492707
423,10.2520891656,-0.736446053986,5.98283372852,-7.00454614140
424,10.1798203066,-0.615866245672,5.99050247838,8.91754403881
425,10.1004686041,-0.499600000000,5.99306281316,-7.36025509459
426,10.0144138581,-0.388203800491,5.99050247838,-29.2343646127
427,9.92206795128,-0.282210821232,5.98283372852,-18.8672875418
428,9.82387287754,-0.182128374953,5.97009326841,-7.35053988660
429,9.72029862661,-0.884354848805E-01,5.95234207755,-3.97741290646
430,9.61184093448,-0.158059199758E-02,5.92966511821,-7.48791322340
431,9.49901891072,0.780205913246E-01,5.90217092881,-17.2083270330
432,9.38237255380,0.149987071044,5.86999110440,-34.6478590704
433,10.5414475181,-1.29614546179,5.76074112155,-30.9481068469
434,10.5069620177,-1.15900077776,5.78799952214,-75.6611524839
435,10.4634265187,-1.02364959988,5.81092665595,-135.464856984
436,10.4110590645,-0.890769821748,5.82940769461,-105.563086549
437,10.3501219324,-0.761026959190,5.84335007757,-58.4713641620
438,10.2809203204,-0.635070817086,5.85268397573,-46.1406456914
439,10.2038008182,-0.513532234883,5.85736264113,-76.4499037366
440,10.1191496715,-0.397019927098,5.85736264113,-136.056645955
441,10.0273908477,-0.286117434626,5.85268397573,-89.2873035085
442,9.92898391215,-0.181380202132,5.84335007757,-38.2635139877
