 node_id,x_nm,y_nm,z_nm,phi_mV,charge_C_m2
3858,0.430849035085,-0.636960809370,3.01782066959,-45.8688447141,-0.113484550816
3859,0.500944812100,-0.545866548193,3.02050869831,-42.8092893037,-0.468859912405E-01
3860,0.565919816458,-0.451051827905,3.01782066959,-33.4533546196,0.122052919807
3861,0.625435055860,-0.353011322735,3.00977060759,-53.4302385006,-0.106970231378
3862,0.679180023085,-0.252256536711,2.99640051168,-79.7761665725,-0.224300651319
3863,0.726874315996,-0.149313135005,2.97778013731,-97.3058429272,-0.279926952580
3864,0.768269100472,-0.447182013904E-01,2.95400663202,-99.6368872579,-0.275403699750
3865,0.803148408644,0.609825638652E-01,2.92520402868,-97.4499272073,-0.394086247550
3866,0.363923497072E-01,-1.08200052610,2.83020977819,13.6495010733,0.212016443032E-01
3867,0.127068391093,-1.02101008073,2.85755261679,-42.6359617956,-0.372057046152
3868,0.214701188198,-0.954068408558,2.88055077171,-56.1062960915,-0.406051884070
3869,0.298851840431,-0.881510780636,2.89908905886,-41.0206248332,-0.226225888342
3870,0.379098887192,-0.803700594992,2.91307463097,-25.7241755006,0.151823294612E-01
3871,0.455040418723,-0.721027556596,2.92243744264,-32.9645393716,-0.490575492825E-01
3872,0.526296089032,-0.633905725556,2.92713060109,-36.4382974072,-0.711549961452E-01
3873,0.592509020822,-0.542771443340,2.92713060109,-28.0653694055,-0.228424752586E-02
3874,0.653347592872,-0.448081147397,2.92243744264,-20.0906281540,0.178199211306
3875,0.708507100939,-0.350309085136,2.91307463097,-38.4535315090,0.147175137557
3876,0.757711283832,-0.249944938701,2.89908905886,-84.0217877442,-0.406144709763
3877,0.800713707047,-0.147491372445,2.88055077171,-88.3669973743,-0.307749105332
3878,0.837298997006,-0.434615153849E-01,2.85755261679,-77.4440729314,-0.186555720658
3879,0.867283919738,0.616236087617E-01,2.83020977819,-66.3563158144,-0.175903864971
3880,0.531832075417E-01,-1.13673427979,2.73064085057,47.3637918371,0.141058968977
3881,0.144422341096,-1.08044311538,2.75581145490,-7.40872121547,-0.368162798218
3882,0.232670135252,-1.01818019360,2.77731702169,-28.7187211364,-0.307767406636
3883,0.317504210815,-0.950243522618,2.79505461913,-26.4692841468,-0.190340416910
3884,0.398518527623,-0.876958266770,2.80893935001,-8.36033335584,0.167642283650
3885,0.475325327974,-0.798675190265,2.81890475803,-22.5491223263,-0.179326851275E-01
3886,0.547556992542,-0.715768978309,2.82490314590,-42.1812829364,-0.300825304918
3887,0.614867799912,-0.628636443756,2.82690580363,-33.0122486874,-0.154259619540
3888,0.676935581297,-0.537694627850,2.82490314590,-22.7647035868,-0.657081483517E-01
3889,0.733463262536,-0.443378804146,2.81890475803,-22.8822830919,0.361681525953E-01
3890,0.784180285969,-0.346140395165,2.80893935001,-52.6415852972,-0.229377083056
3891,0.828843905411,-0.246444811757,2.79505461913,-74.6063450443,-0.375639917294
3892,0.867240347997,-0.144769225513,2.77731702169,-65.3549578331,-0.176709707772
3893,0.899185837365,-0.416002848833E-01,2.75581145490,-53.2363932486,-0.945561922966E-01
3894,0.924527473264,0.625682140590E-01,2.73064085057,-43.0389245361,-0.618437696104E-01
3895,0.128903710606,-1.14921396412,2.64518705639,78.5185990981,0.424188498147
3896,0.222590603244,-1.09041103023,2.66650819249,45.8588593157,0.211086086447
3897,0.312755837619,-1.02530928143,2.68444147287,14.3714408229,0.413375908670E-01
3898,0.398947829664,-0.954234773697,2.69889708039,3.02211238450,0.440831159641E-01
3899,0.480734894926,-0.877543476988,2.70980261551,-6.04057696003,0.171403679020E-01
3900,0.557707410607,-0.795619492422,2.71710345887,-28.7399902192,-0.285957510792
3901,0.629479867129,-0.708873128543,2.72076304489,-19.8323840414,-0.988935048346E-01
3902,0.695692798918,-0.617738846327,2.72076304489,-5.57996242591,0.433979148291E-01
3903,0.756014584756,-0.522673083223,2.71710345887,-4.89602107297,0.567506277759E-01
3904,0.810143108673,-0.424151967131,2.70980261551,-17.9514065590,0.372207979003E-01
3905,0.857807273066,-0.322668931762,2.69889708039,-39.4670046725,-0.888403408419E-01
3906,0.898768356467,-0.218732245318,2.68444147287,-45.6234495808,-0.874076171135E-01
