 node_id,x_nm,y_nm,z_nm,phi_mV,charge_C_m2
1,8.70939435171,-1.52961581910,6.97153051242,22.4972126624,-0.424665110712E-01
2,10.5367091029,-1.52961581910,5.84218788803,-27.1509536609,-0.248953200053
3,9.27406566390,0.208263782364,5.84218788803,-30.2122155405,-0.752292395744E-01
4,7.23106566390,-0.455547157040,5.84218788803,-61.3842246872,-0.462892179566
5,7.23106566390,-2.60368448116,5.84218788803,112.115104032,0.774615686059
6,9.27406566390,-3.26749542056,5.84218788803,-42.1131820860,-0.208000458880
7,8.70939435171,-1.52961581910,2.88553051242,-28.1107946360,0.225091633256E-01
8,6.88207960050,-1.52961581910,4.01487313682,59.4096284003,0.248505038695
9,8.14472303951,-3.26749542056,4.01487313682,-89.2890154985,-0.479432574719
10,10.1877230395,-2.60368448116,4.01487313682,-54.8421502574,-0.315363037574
11,10.1877230395,-0.455547157040,4.01487313682,45.5241614733,0.197424314804
12,8.14472303951,0.208263782364,4.01487313682,-3.18419218981,-0.114279948336E-02
13,8.85065061349,-1.52961581910,6.96664132111,34.9786423096,-0.552922426204E-03
14,8.99123078237,-1.52961581910,6.95199714826,72.1339292494,0.454527505443
15,9.13046200146,-1.52961581910,6.92766808506,72.8863232402,0.400986421750
16,9.26767787028,-1.52961581910,6.89377057737,45.2634666218,0.900901635024E-01
17,9.40222163442,-1.52961581910,6.85046686837,28.2103895585,0.132507358811E-01
18,9.53344932893,-1.52961581910,6.79796422200,19.4351345000,-0.111927021815
19,9.66073286052,-1.52961581910,6.73651393095,52.9098702623,0.113750207629
20,9.78346301377,-1.52961581910,6.66641011389,112.259726805,0.582859099011
21,9.90105236705,-1.52961581910,6.58798830775,151.032928770,1.26586233403
22,10.0129381041,-1.52961581910,6.50162386174,48.4283156810,0.166448097341
23,10.1185847077,-1.52961581910,6.40773014081,-0.293779133091,-0.258186497950E-01
24,10.2174865230,-1.52961581910,6.30675654719,19.9054225747,0.256990981729
25,10.3091701776,-1.52961581910,6.19918636937,33.0487947304,0.259514827524
26,10.3931968474,-1.52961581910,6.08553446901,32.0617467531,0.280210721688
27,10.4691643566,-1.52961581910,5.96634481664,-2.81991875780,-0.100465941236
28,8.75304493716,-1.39527313087,6.96664132111,32.9250668297,0.645516733772E-01
29,8.79648659842,-1.26157344518,6.95199714826,76.9165386461,0.443728844844
30,8.83951141126,-1.12915668700,6.92766808506,105.277501623,0.630554308099
31,8.88191344663,-0.998656640825,6.89377057737,85.0671657517,0.343215723482
32,8.92348975623,-0.870697917209,6.85046686837,51.9058689682,0.110443574961
33,8.96404134397,-0.745892963224,6.79796422200,31.6015461746,-0.145611824005
34,9.00337411833,-0.624839131094,6.73651393095,71.5290848983,0.491105197488
35,9.04129982141,-0.508115819099,6.66641011389,64.2138232963,0.389847776404
36,9.07763692993,-0.396281698413,6.58798830775,36.3340127630,0.467448774379E-01
37,9.11221152410,-0.289872039137,6.50162386174,36.0843668293,0.250364533865
38,9.14485812001,-0.189396148352,6.40773014081,7.44825417405,0.367790460777
39,9.17542046172,-0.953349324217E-01,6.30675654719,-86.0413830260,-0.577637159614
40,9.20375226911,-0.813859524241E-02,6.19918636937,-92.4858732523,-0.440972676113
41,9.22971793804,0.717755165646E-01,6.08553446901,-66.5654013861,-0.227905171298
42,9.25319318940,0.144024911192,5.96634481664,-49.2944855437,-0.160702987751
43,8.59511563537,-1.44658747163,6.96664132111,11.0808710659,0.445923312809E-01
44,8.48138388966,-1.36395652159,6.95199714826,-8.51677888569,0.874046026306E-01
45,8.36874346728,-1.28211846436,6.92766808506,-28.6944405434,0.115511139261
46,8.25773349751,-1.20146500029,6.89377057737,-51.9080384672,-0.104210546516
47,8.14888530583,-1.12238215994,6.85046686837,-40.9916736861,-0.663352851286E-01
48,8.04271987083,-1.04524845641,6.79796422200,-2.27821708853,0.208634587957
49,7.93974533068,-0.970433073683,6.73651393095,28.4432982059,0.380087664239
50,7.84045455098,-0.898294099591,6.66641011389,15.5933144709,0.113770275471
51,7.74532276581,-0.829176811905,6.58798830775,7.46158453832,-0.714616927778E-01
52,7.65480530313,-0.763412025741,6.50162386174,37.7004170884,0.273837218411
53,7.56933540542,-0.701314510186,6.40773014081,26.9500495424,0.172177862938E-01
54,7.48932215605,-0.643181481718,6.30675654719,26.9146665189,-0.591661381942E-02
55,7.41514852134,-0.589291181647,6.19918636937,44.9705142613,0.210535587040
56,7.34716951754,-0.539901544369,6.08553446901,15.7062079089,0.143379982752
57,7.28571051159,-0.495248962823,5.96634481664,-80.6397451797,-0.935952405918
58,8.59511563537,-1.61264416657,6.96664132111,26.9499928277,0.411329936719
59,8.48138388966,-1.69527511660,6.95199714826,-27.6683347096,-0.701837800292E-01
60,8.36874346728,-1.77711317384,6.92766808506,-51.8046181284,-0.415228885929
61,8.25773349751,-1.85776663791,6.89377057737,2.42688283873,0.110449086706E-02
62,8.14888530583,-1.93684947826,6.85046686837,56.8307054817,0.351013926329
63,8.04271987083,-2.01398318179,6.79796422200,53.8435113503,0.213892805376
64,7.93974533068,-2.08879856452,6.73651393095,35.3573608850,0.521775241459E-02
65,7.84045455098,-2.16093753861,6.66641011389,48.7554640156,0.237801870022
66,7.74532276581,-2.23005482629,6.58798830775,57.8967137111,0.314688659754
67,7.65480530313,-2.29581961246,6.50162386174,57.5318795583,0.432844444358
68,7.56933540542,-2.35791712801,6.40773014081,26.1236603871,0.934799017842E-01
69,7.48932215605,-2.41605015648,6.30675654719,14.8611642384,0.237366991482E-01
